Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
17-04-2015,2015,4,17,,,,,,,,,,,,,,,,,,,,,,,
18-04-2015,2015,4,18,†,23,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
19-04-2015,2015,4,19,†,15,,5,,10,,8,,0,,11.2,,0,,11.2,,0,,,,,
20-04-2015,2015,4,20,†,18,,10,,14,,4,,0,,1.4,,0,,1.4,,0,,,,,
21-04-2015,2015,4,21,†,12.5,,5,,8.8,,9.2,,0,,0,,0,,0,,0,,,,,
22-04-2015,2015,4,22,†,7,,2.5,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
23-04-2015,2015,4,23,†,5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
24-04-2015,2015,4,24,,,,,,,,,,,,,,,,,,,,,,,
25-04-2015,2015,4,25,,,,,,,,,,,,,,,,,,,,,,,
26-04-2015,2015,4,26,†,14,,2,,8,,10,,0,,0,,0,,0,,0,,,,,
27-04-2015,2015,4,27,,,,,,,,,,,,,,,,,,,,,,,
28-04-2015,2015,4,28,†,20,,0,,10,,8,,0,,0,,0,,0,,0,,,,,
29-04-2015,2015,4,29,,,,,,,,,,,,,,,,,,,,,,,
30-04-2015,2015,4,30,,,,,,,,,,,,,,,,,,,,,,,
01-05-2015,2015,5,1,†,22,,6,,14,,4,,0,,0,,0,,0,,0,,,,,
02-05-2015,2015,5,2,†,24,,7,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
03-05-2015,2015,5,3,†,26,,8,,17,,1,,0,,0,,0,,0,,0,,,,,
04-05-2015,2015,5,4,†,22.5,,15.5,,19,,0,,1,,3,,0,,3,,0,,,,,
05-05-2015,2015,5,5,,,,,,,,,,,,,,,,,,,,,,,
06-05-2015,2015,5,6,,,,,,,,,,,,,,,,,,,,,,,
07-05-2015,2015,5,7,†,28,,9,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
08-05-2015,2015,5,8,†,30.5,,13,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
09-05-2015,2015,5,9,†,29,,14,,21.5,,0,,3.5,,4.2,,0,,4.2,,0,,,,,
10-05-2015,2015,5,10,†,28,,13,,20.5,,0,,2.5,,1,,0,,1,,0,,,,,
11-05-2015,2015,5,11,†,29.5,,15,,22.3,,0,,4.3,,9.4,,0,,9.4,,0,,,,,
12-05-2015,2015,5,12,,,,,,,,,,,,,,,,,,,,,,,
13-05-2015,2015,5,13,†,13,,7,,10,,8,,0,,0,,0,,0,,0,,,,,
14-05-2015,2015,5,14,†,19,,1,,10,,8,,0,,5,,0,,5,,0,,,,,
15-05-2015,2015,5,15,,,,,,,,,,,,,,,,,,,,,,,
16-05-2015,2015,5,16,†,25.5,,16,,20.8,,0,,2.8,,4.8,,0,,4.8,,0,,,,,
17-05-2015,2015,5,17,†,28,,17,,22.5,,0,,4.5,,0,,0,,0,,0,,,,,
18-05-2015,2015,5,18,,,,,,,,,,,,,,,,,,,,,,,
19-05-2015,2015,5,19,†,13.5,,11,,12.3,,5.7,,0,,0,,0,,0,,0,,,,,
20-05-2015,2015,5,20,,,,,,,,,,,,,,,,,,,,,,,
21-05-2015,2015,5,21,,,,,,,,,,,,,,,,,,,,,,,
22-05-2015,2015,5,22,†,20,,10.5,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
23-05-2015,2015,5,23,,,,,,,,,,,,,,,,,,,,,,,
24-05-2015,2015,5,24,†,27,,10,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
25-05-2015,2015,5,25,†,27,,17,,22,,0,,4,,0,T,0,,0,T,0,,,,,
26-05-2015,2015,5,26,†,29.5,,17.5,,23.5,,0,,5.5,,3.8,,0,,3.8,,0,,,,,
27-05-2015,2015,5,27,†,27,,18,,22.5,,0,,4.5,,11.2,,0,,11.2,,0,,,,,
28-05-2015,2015,5,28,,,,,,,,,,,,,,,,,,,,,,,
29-05-2015,2015,5,29,,,,,,,,,,,,,,,,,,,,,,,
30-05-2015,2015,5,30,†,29.5,,19.5,,24.5,,0,,6.5,,68,,0,,68,,0,,,,,
31-05-2015,2015,5,31,†,12,,9.5,,10.8,,7.2,,0,,26.8,,0,,26.8,,0,,,,,
01-06-2015,2015,6,1,†,16.5,,7,,11.8,,6.2,,0,,0,,0,,0,,0,,,,,
02-06-2015,2015,6,2,,,,,,,,,,,,,,,,,,,,,,,
03-06-2015,2015,6,3,†,23.5,,7.5,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
04-06-2015,2015,6,4,†,27,,13.5,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
05-06-2015,2015,6,5,†,27.5,,14,,20.8,,0,,2.8,,1,,0,,1,,0,,,,,
06-06-2015,2015,6,6,†,22,,13,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
07-06-2015,2015,6,7,†,27,,8,,17.5,,0.5,,0,,6.6,,0,,6.6,,0,,,,,
08-06-2015,2015,6,8,†,26,,19,,22.5,,0,,4.5,,3.4,,0,,3.4,,0,,,,,
09-06-2015,2015,6,9,,,,,,,,,,,,,,,,,,,,,,,
10-06-2015,2015,6,10,†,32.5,,17.5,,25,,0,,7,,1.2,,0,,1.2,,0,,,,,
11-06-2015,2015,6,11,†,23,,16,,19.5,,0,,1.5,,1.2,,0,,1.2,,0,,,,,
12-06-2015,2015,6,12,†,28,,16,,22,,0,,4,,33.8,,0,,33.8,,0,,,,,
13-06-2015,2015,6,13,†,22.5,,14,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
14-06-2015,2015,6,14,,,,,,,,,,,,,,,,,,,,,,,
15-06-2015,2015,6,15,†,29,,21,,25,,0,,7,,15.4,,0,,15.4,,0,,,,,
16-06-2015,2015,6,16,†,29.5,,20,,24.8,,0,,6.8,,0,,0,,0,,0,,,,,
17-06-2015,2015,6,17,†,25,,15.5,,20.3,,0,,2.3,,2,,0,,2,,0,,,,,
18-06-2015,2015,6,18,†,28.5,,18,,23.3,,0,,5.3,,0.6,,0,,0.6,,0,,,,,
19-06-2015,2015,6,19,,,,,,,,,,,,,,,,,,,,,,,
20-06-2015,2015,6,20,†,26,,13,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
21-06-2015,2015,6,21,†,29,,19,,24,,0,,6,,0,,0,,0,,0,,,,,
22-06-2015,2015,6,22,†,29,,16.5,,22.8,,0,,4.8,,28.2,,0,,28.2,,0,,,,,
23-06-2015,2015,6,23,†,27,,19,,23,,0,,5,,0,,0,,0,,0,,,,,
24-06-2015,2015,6,24,†,27,,12,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
25-06-2015,2015,6,25,,,,,,,,,,,,,,,,,,,,,,,
26-06-2015,2015,6,26,†,25,,14.5,,19.8,,0,,1.8,,27.8,,0,,27.8,,0,,,,,
27-06-2015,2015,6,27,†,17,,14,,15.5,,2.5,,0,,30.4,,0,,30.4,,0,,,,,
28-06-2015,2015,6,28,†,25,,14.5,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
29-06-2015,2015,6,29,†,24.5,,15,,19.8,,0,,1.8,,1.8,,0,,1.8,,0,,,,,
30-06-2015,2015,6,30,†,26,,17,,21.5,,0,,3.5,,2.4,,0,,2.4,,0,,,,,
01-07-2015,2015,7,1,†,24.5,,17,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
02-07-2015,2015,7,2,†,24,,14,,19,,0,,1,,0,,0,,0,,0,,,,,
03-07-2015,2015,7,3,†,25,,10,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
04-07-2015,2015,7,4,†,26,,11,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
05-07-2015,2015,7,5,†,28,,14,,21,,0,,3,,0,,0,,0,,0,,,,,
06-07-2015,2015,7,6,,,,,,,,,,,,,,,,,,,,,,,
07-07-2015,2015,7,7,†,26,,18,,22,,0,,4,,8.6,,0,,8.6,,0,,,,,
08-07-2015,2015,7,8,†,20,,12.5,,16.3,,1.7,,0,,14.4,,0,,14.4,,0,,,,,
09-07-2015,2015,7,9,†,24,,17,,20.5,,0,,2.5,,3.5,,0,,3.5,,0,,,,,
10-07-2015,2015,7,10,†,26,,13,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
11-07-2015,2015,7,11,†,28,,13.5,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
12-07-2015,2015,7,12,†,25,,18,,21.5,,0,,3.5,,0,,0,,0,,0,,,,,
13-07-2015,2015,7,13,,,,,,,,,,,,,,,,,,,,,,,
14-07-2015,2015,7,14,†,29,,19.5,,24.3,,0,,6.3,,1.8,,0,,1.8,,0,,,,,
15-07-2015,2015,7,15,†,23.5,,14.5,,19,,0,,1,,0,,0,,0,,0,,,,,
16-07-2015,2015,7,16,†,25,,11,,18,,0,,0,,3.6,,0,,3.6,,0,,,,,
17-07-2015,2015,7,17,†,30,,18,,24,,0,,6,,0,,0,,0,,0,,,,,
18-07-2015,2015,7,18,†,32,,21,,26.5,,0,,8.5,,3,,0,,3,,0,,,,,
19-07-2015,2015,7,19,†,33,,21.5,,27.3,,0,,9.3,,0,,0,,0,,0,,,,,
20-07-2015,2015,7,20,†,30,,15,,22.5,,0,,4.5,,0,,0,,0,,0,,,,,
21-07-2015,2015,7,21,,,,,,,,,,,,,,,,,,,,,,,
22-07-2015,2015,7,22,†,27,,14.5,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
23-07-2015,2015,7,23,†,29,,15,,22,,0,,4,,0,,0,,0,,0,,,,,
24-07-2015,2015,7,24,†,31,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
25-07-2015,2015,7,25,†,31.5,,18.5,,25,,0,,7,,5.4,,0,,5.4,,0,,,,,
26-07-2015,2015,7,26,†,30,,20,,25,,0,,7,,0,,0,,0,,0,,,,,
27-07-2015,2015,7,27,†,32,,16,,24,,0,,6,,0,,0,,0,,0,,,,,
28-07-2015,2015,7,28,†,33.5,,17.5,,25.5,,0,,7.5,,0,,0,,0,,0,,,,,
29-07-2015,2015,7,29,,,,,,,,,,,,,,,,,,,,,,,
30-07-2015,2015,7,30,†,30.5,,19,,24.8,,0,,6.8,,0,,0,,0,,0,,,,,
31-07-2015,2015,7,31,†,31,,19.5,,25.3,,0,,7.3,,0,,0,,0,,0,,,,,
01-08-2015,2015,8,1,†,29,,16.5,,22.8,,0,,4.8,,0,,0,,0,,0,,,,,
02-08-2015,2015,8,2,†,33.5,,16.5,,25,,0,,7,,27.8,,0,,27.8,,0,,,,,
03-08-2015,2015,8,3,,,,,,,,,,,,,,,,,,,,,,,
04-08-2015,2015,8,4,†,28.5,,15,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
05-08-2015,2015,8,5,†,27,,15.5,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
06-08-2015,2015,8,6,,,,,,,,,,,,,,,,,,,,,,,
07-08-2015,2015,8,7,†,27,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
08-08-2015,2015,8,8,†,25,,15,,20,,0,,2,,1.4,,0,,1.4,,0,,,,,
09-08-2015,2015,8,9,†,28.5,,18.5,,23.5,,0,,5.5,,0,,0,,0,,0,,,,,
10-08-2015,2015,8,10,†,27,,20,,23.5,,0,,5.5,,11.6,,0,,11.6,,0,,,,,
11-08-2015,2015,8,11,,,,,,,,,,,,,,,,,,,,,,,
12-08-2015,2015,8,12,,,,,,,,,,,,,,,,,,,,,,,
13-08-2015,2015,8,13,†,30,,14.5,,22.3,,0,,4.3,,0,,0,,0,,0,,,,,
14-08-2015,2015,8,14,†,30.5,,20.5,,25.5,,0,,7.5,,0,,0,,0,,0,,,,,
15-08-2015,2015,8,15,,,,,,,,,,,,,,,,,,,,,,,
16-08-2015,2015,8,16,†,31,,18,,24.5,,0,,6.5,,0,,0,,0,,0,,,,,
17-08-2015,2015,8,17,†,31.5,,21,,26.3,,0,,8.3,,0,,0,,0,,0,,,,,
18-08-2015,2015,8,18,†,29,,20.5,,24.8,,0,,6.8,,0,T,0,,0,T,0,,,,,
19-08-2015,2015,8,19,†,30.5,,22,,26.3,,0,,8.3,,30.2,,0,,30.2,,0,,,,,
20-08-2015,2015,8,20,†,25,,17,,21,,0,,3,,0,,0,,0,,0,,,,,
21-08-2015,2015,8,21,†,26.5,,15,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
22-08-2015,2015,8,22,,,,,,,,,,,,,,,,,,,,,,,
23-08-2015,2015,8,23,†,28,,15,,21.5,,0,,3.5,,0.6,,0,,0.6,,0,,,,,
24-08-2015,2015,8,24,,,,,,,,,,,,,,,,,,,,,,,
25-08-2015,2015,8,25,†,19,,14,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
26-08-2015,2015,8,26,,,,,,,,,,,,,,,,,,,,,,,
27-08-2015,2015,8,27,,,,,,,,,,,,,,,,,,,,,,,
28-08-2015,2015,8,28,,,,,,,,,,,,,,,,,,,,,,,
29-08-2015,2015,8,29,,,,,,,,,,,,,,,,,,,,,,,
30-08-2015,2015,8,30,†,29,,19,,24,,0,,6,,0,T,0,,0,T,0,,,,,
31-08-2015,2015,8,31,†,30.5,,17.5,,24,,0,,6,,0,,0,,0,,0,,,,,
01-09-2015,2015,9,1,†,32,,18,,25,,0,,7,,0,,0,,0,,0,,,,,
02-09-2015,2015,9,2,,,,,,,,,,,,,,,,,,,,,,,
03-09-2015,2015,9,3,†,32,,20,,26,,0,,8,,57.2,,0,,57.2,,0,,,,,
04-09-2015,2015,9,4,†,30,,18.5,,24.3,,0,,6.3,,2.6,,0,,2.6,,0,,,,,
05-09-2015,2015,9,5,†,26.5,,19.5,,23,,0,,5,,0.8,,0,,0.8,,0,,,,,
06-09-2015,2015,9,6,†,31.5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
07-09-2015,2015,9,7,†,32.5,,18,,25.3,,0,,7.3,,0,,0,,0,,0,,,,,
08-09-2015,2015,9,8,,,,,,,,,,,,,,,,,,,,,,,
09-09-2015,2015,9,9,†,25.5,,21,,23.3,,0,,5.3,,0,,0,,0,,0,,,,,
10-09-2015,2015,9,10,,,,,,,,,,,,,,,,,,,,,,,
11-09-2015,2015,9,11,†,20.5,,15,,17.8,,0.2,,0,,4.8,,0,,4.8,,0,,,,,
12-09-2015,2015,9,12,†,19,,11.5,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
13-09-2015,2015,9,13,†,20,,9,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
14-09-2015,2015,9,14,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
15-09-2015,2015,9,15,,,,,,,,,,,,,,,,,,,,,,,
16-09-2015,2015,9,16,†,27.5,,13,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
17-09-2015,2015,9,17,,,,,,,,,,,,,,,,,,,,,,,
18-09-2015,2015,9,18,,,,,,,,,,,,,,,,,,,,,,,
19-09-2015,2015,9,19,†,22,,19.5,,20.8,,0,,2.8,,2.2,,0,,2.2,,0,,,,,
20-09-2015,2015,9,20,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
21-09-2015,2015,9,21,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
22-09-2015,2015,9,22,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
23-09-2015,2015,9,23,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
24-09-2015,2015,9,24,†,26.5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
25-09-2015,2015,9,25,,,,,,,,,,,,,,,,,,,,,,,
26-09-2015,2015,9,26,,,,,,,,,,,,,,,,,,,,,,,
27-09-2015,2015,9,27,†,25.5,,14.5,,20,,0,,2,,0,,0,,0,,0,,,,,
28-09-2015,2015,9,28,†,26.5,,19,,22.8,,0,,4.8,,0,,0,,0,,0,,,,,
29-09-2015,2015,9,29,†,22.5,,17,,19.8,,0,,1.8,,9.8,,0,,9.8,,0,,,,,
30-09-2015,2015,9,30,†,18.5,,12.5,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
01-10-2015,2015,10,1,,,,,,,,,,,,,,,,,,,,,,,
02-10-2015,2015,10,2,,,,,,,,,,,,,,,,,,,,,,,
03-10-2015,2015,10,3,†,13.5,,,M,,M,,M,,M,8.8,,0,,8.8,,0,,,,,
04-10-2015,2015,10,4,†,17.5,,8,,12.8,,5.2,,0,,0,,0,,0,,0,,,,,
05-10-2015,2015,10,5,†,23,,12,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
06-10-2015,2015,10,6,†,20.5,,13,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
07-10-2015,2015,10,7,†,23,,11,,17,,1,,0,,0,,0,,0,,0,,,,,
08-10-2015,2015,10,8,,,,,,,,,,,,,,,,,,,,,,,
09-10-2015,2015,10,9,†,17,,14,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
10-10-2015,2015,10,10,,,,,,,,,,,,,,,,,,,,,,,
11-10-2015,2015,10,11,†,22.5,,10,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
12-10-2015,2015,10,12,†,24.5,,13,,18.8,,0,,0.8,,0,T,0,,0,T,0,,,,,
13-10-2015,2015,10,13,,,,,,,,,,,,,,,,,,,,,,,
14-10-2015,2015,10,14,,,,,,,,,,,,,,,,,,,,,,,
